"path","bytes","sha256"
"coursework/year-1/semester-2/autocad/Angelo_DemetroulakosEX15-10.dwg","41584","b041066ff21e89bf2cfb19c6ef9387047f783312348dd916ebb20571b5387167"
"coursework/year-1/semester-2/autocad/Drawing3.bak","34031","024f6b34458cf281f2030bcb2e643aa1476ed05ae6306a2cf8e86bafa1683832"
"coursework/year-1/semester-2/autocad/Drawing3.dwg","34101","dbe6b4a14a81495456982e9ed6d21e4081a7bcdeaf4cd16978f5e0c596f0a972"
"coursework/year-1/semester-2/autocad/EX5-49MM.bak","62427","b0fb22b11639e15a6e07ad7f68cfb9d09f39ce4ffacf6131285b112a33db3a7c"
"coursework/year-1/semester-2/autocad/EX5-8MM.bak","71803","cd39a4ecaf9f2ecd0e22b9c6731e4c5cfc6da5597c30d38dc716e07bcfda9b72"
"coursework/year-1/semester-2/autocad/Final/Final1.bak","41328","dec5a5c16a250cf7c3417a50add38bfd27280cdb5c8a01848d0f101a26a8bc97"
"coursework/year-1/semester-2/autocad/Final/Final1.dwg","41969","cccbc4f41994b03641601c6342d4ab010b6300e0394eb46f5a3a006f72c59cee"
"coursework/year-1/semester-2/autocad/Final/Final2.bak","42860","73d8abb3904a7bef553cec3429270609f37315bfee31f3a15a70a4c03a356edb"
"coursework/year-1/semester-2/autocad/Final/Final2.dwg","42388","c53110c8f4c41b21be430fa50ca107f12f09b1988442fad0cdf74fb45702d864"
"coursework/year-1/semester-2/autocad/Final/Final3.bak","41299","d18be9409ec033d12dbc3499381aa1d6c7f6a4d8dcfde77c0aa69e57ecc8affa"
"coursework/year-1/semester-2/autocad/Final/Final3.dwg","53171","20e7146b4b4962f233d4385ebaca228c51de05bd4c8d7f1e1c7945401bfd647c"
"coursework/year-1/semester-2/autocad/Final/Final4.bak","68118","87f35ffa2ad44315bab3214a7810d692efd4d309f8f2d33c11c594d8f6558d4e"
"coursework/year-1/semester-2/autocad/Final/Final4.dwg","70197","ba7cfa4672bd0ba2799123463889eae583d674d0d271c43ef46c18b1f7097b3e"
"coursework/year-1/semester-2/autocad/Final/Final5A.bak","75284","7bc688f3c3f937f73d17c6ac63a3f00567eb082932413fcecde425d16e8c1b7b"
"coursework/year-1/semester-2/autocad/Final/Final5A.dwg","51306","e16f1d91ba2aaeadecb8702ffef6a1a4a7887c1bc819d378687cbbb296c404f4"
"coursework/year-1/semester-2/autocad/Final/FINAl5b.bak","55318","21747781e80c025f80986b32f31d0234b02f5d16345b30a2488bda3fe2922adc"
"coursework/year-1/semester-2/autocad/Final/FINAl5b.dwg","54102","75172c2e03b9d064a126b5c435dd02a6d9c2ec5c86cfca0ab843f3ca21cea6b4"
"coursework/year-1/semester-2/autocad/Final/Final6.bak","89720","77742499a92f85a83104843dc998c53a653fa2565a4992db98e55ccf2e61b276"
"coursework/year-1/semester-2/autocad/Final/Final6.dwg","106717","7a252101c44a616d91a62ba84db0c383eae1bb7ce47643b563eb3b958024f481"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizExtraCredit.dwg","117265","8085687765aa1afabedc3a24cf4382248d82463dfee4b365e20642b93447daed"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ1.bak","52089","3f10d998f0c8f82d7085ab757d2add83dd67bf6c5fdd09c0077c264ee0546c35"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ1.dwg","72440","de6b9837d5fe92809021d583562a89cb8ac6bb71bb716ffdf5db80973d47a93c"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ2.bak","66244","4e6b79a096e1e06ad35dec487ec8437daf77dbe7d30a30ea0a8985140a4df3b7"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ2.dwg","56504","cde743f9a5326952899a7ea972b350873db4ce58541d1e0ba6d714868f593ac6"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ3.bak","101588","6bfbd3d5aee6cba25b7b0f514788868fe823df61bba8d07441c2994d142c8d40"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ3.dwg","101809","39e3779115febcb5c99e4cb4aff6eb9f27cadde8b0112804811004cc07e26875"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ4.bak","57602","6f54fd43d788ea5a16fe77e0c99efc6d81d9a0cc1033f755591726ca09a8d3ae"
"coursework/year-1/semester-2/autocad/quiz2AC/QuizQ4.dwg","58091","1d60561f7a2aad234958c05e9ca9a6597dae6ffcafff4e4c9719118208c8d22c"
"coursework/year-1/semester-2/autocad/TestLoft.dwg","60819","bd03bf81979d563f7fa2b57737801ff1f106046e742d84b8f0bfc99a0e425cb8"
"coursework/year-1/semester-2/autocad/TitleBlocks/TitleBlockInch.dwg","41262","8451dc89849067b2bfbac044cb29954c1c54ed20fb80b31edb37ee18210fd473"
"coursework/year-1/semester-2/autocad/TitleBlocks/TitleBlockMM.dwg","40561","188a6f9c4cc6eb9808e78eeb77cb75c0f11a9fe548cba823d5d5ad71d65e0c94"
"coursework/year-1/semester-2/mastercam/Tutorial 1/Angelo_DemetroulakosPOST_1.NC","12598","7468f4d044026bd719124e907b07ab3f55aba833bd32ae6eb186b8e7ceb82d63"
"coursework/year-1/semester-2/mastercam/Tutorial 1/Angelo_DemetroulakosPOST_NOTEPAD_1.txt","12598","7468f4d044026bd719124e907b07ab3f55aba833bd32ae6eb186b8e7ceb82d63"
"coursework/year-1/semester-2/mastercam/Tutorial 1/AngeloDemetroulakosCAM_1.emcam","789223","d3e77bf7cdb4786432494aa8e8125074cc22f65b4214149af4432bae9b5ffb94"
"coursework/year-1/semester-2/mastercam/Tutorial 2/Angelo_DemetroulakosCAM_2.emcam","10694111","2a36a3e01603fb25e986c40801c54cfe1b5f3cfe6d85ce51ed1382b0f4d081f6"
"coursework/year-1/semester-2/mastercam/Tutorial 2/Angelo_DemetroulakosPOST1Tutorial_2.NC","558648","81d200a5200d2ebf8c437cdb6e15c994ef0f00296ba7be9c37e714c9784aa121"
"coursework/year-1/semester-2/mastercam/Tutorial 2/Angelo_DemetroulakosPOST2Tutorial_2.NC","631","21ea2a8bf1e410041d9ba9fc00e862096a3ec007588b0d97d141048edd380e9d"
"coursework/year-1/semester-2/mastercam/Tutorial 2/POST1_NOTEPAD_Tutorial_2.txt","558648","81d200a5200d2ebf8c437cdb6e15c994ef0f00296ba7be9c37e714c9784aa121"
"coursework/year-1/semester-2/mastercam/Tutorial 2/POST2_NOTEPAD_Tutorial_2.txt","631","21ea2a8bf1e410041d9ba9fc00e862096a3ec007588b0d97d141048edd380e9d"
"coursework/year-1/semester-2/mastercam/Tutorial 3/Angelo_DemetroulakosCAM_3.emcam","1815820","7d417fe6578461280b94cf62a4756e772cfc8d17b277c880f3f5cfc6aaf55abe"
"coursework/year-1/semester-2/mastercam/Tutorial 3/Angelo_DemetroulakosPost1_Tutorial3.NC","227110","542dbd6063b915b1905b73166c09e71bf0ca05b58e77a725701fd7c254af9fc0"
"coursework/year-1/semester-2/mastercam/Tutorial 3/Angelo_DemetroulakosPost2_Tutorial3.NC","6255","d5ecfa2919393e420cafed72c356308ee3990a090159f5ec8d6d0c7d09cfb209"
"coursework/year-1/semester-2/mastercam/Tutorial 3/Post1_NOTEPAD_Tutorial3.txt","227110","542dbd6063b915b1905b73166c09e71bf0ca05b58e77a725701fd7c254af9fc0"
"coursework/year-1/semester-2/mastercam/Tutorial 3/Post2_NOTEPAD_Tutorial3.txt","6255","d5ecfa2919393e420cafed72c356308ee3990a090159f5ec8d6d0c7d09cfb209"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Angelo_DemetroulakosCAM_4.emcam","1150980","f0a08d7d4af905970cd31f08a9e47a15a30847688ef4933fa78593de870d9008"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Angelo_DemetroulakosSetup1_Tutorial4.NC","27664","41e1d4150cd422fbe497ef937c6c3e8216fc6fb872613c91f75861f91a69ac05"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Angelo_DemetroulakosSetup2_Tutorial4.NC","3276","87eed236d2290b092b265f41b000cb1980d0134d8b0d19850fca612b33615bf9"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Angelo_DemetroulakosSetup3_Tutorial4.NC","4984","328826bd1756646bebf574dadabdcd38d43a720e66f713d85d39655cf234118f"
"coursework/year-1/semester-2/mastercam/Tutorial 4/NewPrinter.cfg.txt","4406","763b51443dc615270d778786392ab8ea8cd2117ff60cc83d6a462d6aa86b8279"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Setup1_NOTEPAD_Tutorial4.txt","27664","41e1d4150cd422fbe497ef937c6c3e8216fc6fb872613c91f75861f91a69ac05"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Setup2_NOTEPAD_Tutorial4.txt","3276","87eed236d2290b092b265f41b000cb1980d0134d8b0d19850fca612b33615bf9"
"coursework/year-1/semester-2/mastercam/Tutorial 4/Setup3_NOTEPAD_Tutorial4.txt","4984","328826bd1756646bebf574dadabdcd38d43a720e66f713d85d39655cf234118f"
"coursework/year-1/semester-2/mastercam/Tutorial 5/Angelo_DemetroulakosCAM_5.emcam","2645536","23efc57c5b2e10428405a37e01dac0d92d994f250370dec9965cb096452ae610"
"coursework/year-1/semester-2/mastercam/Tutorial 5/Angelo_DemetroulakosPOST_5.NC","526430","8385bd4f9988030e7695b9f22ba07e4d298b33d87c8f18eda26cd9b8ce80f8cb"
"coursework/year-1/semester-2/mastercam/Tutorial 5/POST_NOTEPAD_5.NC","526430","8385bd4f9988030e7695b9f22ba07e4d298b33d87c8f18eda26cd9b8ce80f8cb"
"coursework/year-1/semester-2/mastercam/Tutorial 6/Angelo_DemetroulakosCAM_6.emcam","2221318","a774aa71fa49a02b71b5e6a76b16f489c29280b95854bf8cd7f7bd1098d79029"
"coursework/year-1/semester-2/mastercam/Tutorial 6/Angelo_DemetroulakosPOST_6.NC","336044","123a4f56756404edddd02644e3141bf0715bd0956490d327442a12a6c9bce56a"
"coursework/year-1/semester-2/mastercam/Tutorial 6/POST_NOTEPAD_6.txt","336044","123a4f56756404edddd02644e3141bf0715bd0956490d327442a12a6c9bce56a"
"coursework/year-1/semester-2/mastercam/Tutorial 7/Angelo_Demetroulakos_7.emcam","4090834","8dda97832fb665ddeb0c3e2394ae7d1f07bcd8fc210cd9764b79a422133c4120"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Beginner TT Files/Soft Jaw Vise.mcam","4080046","e98ba7d7df953efea0f644817204cf4476e2c948befef49d2f1e1b1e4393177f"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Beginner TT Files/Tutorial #4 Exercise.SLDPRT","193660","bdcf895066b90b83bf8872744253df5f3fa6861074ee384e066cd80c49b03866"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Beginner TT Files/Tutorial #4.SLDPRT","128537","900988f9b5adb561ef51c0785db2d23a8da29f748a5e038ddfecb09be3ff5fca"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Beginner TT Files/Vise.emcam","4041082","1af7e3e4c6fb3e86d54799ff9cb3f242b19aa05532244806969e343398984171"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Beginner TT Files/Vise.mcam","4041296","7a2ede4fe96f91bf5464ae67a8a9da36a51cace03e0a375a04f8184f48fd6947"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Beginner TT Files/Your Name_2.mcam","346413","dfc53569b7c15bcf781bdc789f0c14314663b8f8b93c008b04300e92730ccae2"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Lathe CY 1.mcam","369117","8e6078d350d0e59729c650f1829a8a14aa22979582eab6bece1ba6048ab08b31"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Lathe CY 2.mcam","368691","415b7b633dc6a7ee008a241e35ea13037520f82c378cabd5427ae1c8f18e2b7f"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/ANALYZE CHAIN.mcam","548084","c405f30eda9cf022804a02a535f45eabd5bb1999bff2cd957661dc7e8d66c990"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/ANALYZE.mcam","618477","94d5108f5af09c9e6f41fb599cefd8d17b39c22feeefbf41e53cca2f30fca8de"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/ATTRIBUTES.mcam","312446","6961c5e833ce938685c0b7e6675c2ac8969164d172106b1d3aedf99c1adcbe0e"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/BREAK.mcam","324343","18e8e59ccdad4cd526bb00817b31d79bb09c3d0985bc3581832947ee907c98e1"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/Buttress Thread 2_4.mcam","305247","53475986359982fe87487887de30e9b63eea81da7b2b090236be795eb6b98475"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CHAIN.mcam","548329","1346acea31214e475357f9dd9cf9e6e439c0cc56916c554905be6d6d8f4d1eed"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CHAMFER.mcam","638758","00248b324b3f7825fa7a9e4ba844e99b6c351c45c2355fe2720313fb092d2113"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CHANGE ATTRIBUTES.mcam","822004","fad9fdacf5905449933581003ed5d87ed8e048375dfde2298b168d299a0995de"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/Chess Piece for drawing.SLDPRT","225849","485a8e858a3f3ba7402b79a2dabdebc0429e79c2656684857d639bed8eb7c640"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_3D_TOOL PART.mcam","303889","0d2f4c57c0ba320726f0dd0a1bccc9c0d00036e82a37076071c590265239da9e"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_ARC.mcam","541132","546e4dce1173b9313d6c3ef170f6b9728e65f8f8b4d5a6627dab831edf11a11e"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_ARC_TANG.mcam","323730","c89133a8c628565593a91872bcb3c216e923ae15c01f25d0fb6c1fe759562851"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_LINE_TANGENT.mcam","327851","65c3072d87f17092096b1237c1b3a013f580de3232b3dd5153162ac1a7fec249"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_LINES.mcam","355086","10f3817c73d42a3ea6d0f5d1b6a07cab0da75e60b07648e1bfbf72385f894bec"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_POINT_POS.mcam","329201","288fcab4ca946ba4fb80c3e40024aa3aebc735ecadfed32d5483e3e6b719cbd4"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_RECTANGLE.mcam","337361","48d21dc5ac977c48f0aa543c240a9295765d847ccde7553eb9ed0c200032ed8e"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CREATE_Relief_Groove.mcam","554024","335e9b5aadb66a056ecdfb46057a5679352004581fb27db67609286abf268b02"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CUSTOM TOOL GEOMETRY.mcam","508157","6663ca2d337c4bfa42087ced070de8fa2d9d3e9f2d991fc391bd2b09ca15b6a9"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/CUSTOM TOOL PART.mcam","450111","a8b7d69663c8d8a54a111ac86ca53124b88b97c9f86a4420f8b84f7c3606d615"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #1.mcam","569928","de273895915c06d684cbf173371f9d9ef1b4bedfa07063da4b7714de0d6b241d"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #10.mcam","558007","a71b772125ba9d054a0f43c91be4591ac4014f6157ac4d29b0d594505d92400d"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #12.mcam","308341","5cdd909575da9e299916fec5c868174714e36115e22e5862794fc4d5f9f7694c"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #14.mcam","387534","2a15ddf154a7fdf3da449693fe4d06ab2b7228cc378f9cfd47be836013ceb6a3"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #15.mcam","382482","7de5486fc87e60859303e6b6475efe45bc01c5245456fc7499a174bff3e60df3"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #2.mcam","559021","8ac27d0d235ac584137bfd0334790b263a9030382afd237224fab3ccdc2edfe7"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #3.mcam","611287","25899c485211b2473aadf1ad874704f5143e9f2bde6e7943a69702168a905b95"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #4.mcam","546009","577074de8b27ab16d5e58872af729fbbd050de3d79638e7c4136199820ce233b"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #5.mcam","334361","3a9617de3bb398a8422652e44ce2b92bf1a937beb86a1ac0c33f3edca948b942"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #6.mcam","343045","0045550264c06a0c92a390d3c4b154b9110326c2c5bb5af0f2a28f139ed23764"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #7.mcam","562123","296da4ccfbe3050ef56c12b4d55d9472214201ed322ef210bd84e0ab4f0472cd"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #8.mcam","559744","5ef0ff75eaa733fa4a15b92cf6c1e0d323067e4b7b5ff0c76a5564f377d38700"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/DRAWING #9.mcam","513235","8b38bf6fda5b289de56c448fcafc4ed76ca2862e94480946c8c804482b24c5f4"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/Drawing_14.sldprt","554496","e569a8ac70bda699e1e8edecdb3e4340ac4f56f515226919ac15521e44af34ff"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/FILLET.mcam","411855","ae9bac117519140e67a3de732ad5b227f12f25202a3a4053d8e7674e57227db9"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/Geometry.dwg","14320","3b7420a2c5e857514a901f354f3daa87cd4870bc6b2302dbc45f6aa54a723aed"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/JOIN.mcam","457475","cbee513333fc61301546f54062b4294a4daccde3ea38edc6c8bc5ceb5bf9731b"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/LEVELS.mcam","513447","26b03ada0e6ae9fd45f468ed467351967e8825e41106fd52bf79bc23601bdc1d"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/MIRROR.mcam","337700","56dd305bca4f7b5ebcc741f19f070e6da6bbd63002b59da09fa27dacc15aae39"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/OD_Holder.stp","210487","21ec94ccbb3389e2d1c1711aa055ce45b50ffce9fb7ae0cebc1294087e89f7c7"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/OD_Insert.stp","28983","e298c5624e06235b17ed938c1d72bdac0242a7a6deac276b44b5b998f1cdbd77"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/OFFSET.mcam","764092","f77284ff71417274a306f90cbbd0c23874bec7760e836cd8e9bc01c4193bd2a2"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/PLUNGE-TURN.mcam","598725","99cfd8f0cad0ff9811532cda0e8866c34d9118fcebfef4318def94e7d8066450"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/Prime Turning Example.mcam","298023","5f14414fdcb20bafa9d1c4cd159de0ee3e06449c9a1e388da31454614af2add7"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/TRANSLATE.mcam","529892","dbbb6a5ccb6dd6e615fe2214f272fa0dc4c2ee1dcd9af88179a6767f5e62d834"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe PC Files/Training exercises/TRIM.mcam","325159","3912c1c38ad59074b4adc72e150cc0d2c3048388843b59ac655e91082ef2982b"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe TT Files/EXERCISE #3.X_T","9576","d44b3f8e80480bfb2390311602e66fa2e42e78541172a1d8958fedbcd3d311f5"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe TT Files/TUTORIAL #3.X_T","26448","3f4c0ec5cb8ac93a550a6a15cad6baa9fb41c5604c78fb99aed3cf651c512d6b"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe TT Files/Tutorial #7 Exercises.SLDPRT","231424","1fe014c828aa23e47533e001641e8fe1378d1d815e6fd7c27b802a56663e74d8"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe TT Files/Tutorial #7.SLDPRT","272384","1d928d8fccab7e8db4476e7ad77f72f1628808678f7b5a219274fa9e03652f0e"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe TT Files/VTL Machine files/GENERIC FANUC 4X MT_LATHE.mcam-control","202644","259e5250e257b809c018e290ea7001265a0482527fa262a3f1eb58985f47751a"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Lathe TT Files/VTL Machine files/VTL RIGHT TURRET.mcam-lmd","110059","5900507e80902de2de062356e5ed3031d41768264e03de890b0852b05cac6001"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/0.375 Tap Holes Export.mcam","1879152","faf7044bd90b39b58434d6f8eed92859a1e5b61165844749c0191dfbcef09c78"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/0.375 Tap Holes Import.mcam","968691","51ea142c5cf7455e6113da8929aca20dee0c2b58e34f81f2b796822f0dab76d9"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/2DHST EXERCISE-1.x_t","22814","3fb3ff426b0d2c2769c25c4f50b55067287df6ca6121c9f9387c7085fbf66c13"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/2DHST.x_t","62462","f039872f6ac2a1fceb0d9fe6952e5f6972e5d230f410e4902dea0ec018bf73cd"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/4AXIS.mcam","950394","6d529d8db3eebe27838e06fc42f16a74b83e65706e2ecbed0f0fae8efc121a1a"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/5666928 - ECI-H4M 500-1.0W500CFE3.5 - Basic-inch.stp","23910","65e2ffd66d30ea927db5f2a32f01e93a51f289ce23aa9a3740132da4241738af"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/5667924 - ECI-H4M 375-750W375CFE3. - Basic-inch.stp","30536","c5d34f44451c9d6ecb5e926467c5e4dd07da248a01e6c2d4a10467c1f2caf2a1"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Align to Face.mcam","3766754","080d1748e4ff34ed2d87e8ffa5859ab5c1a50352cd86e67d556eed4339275613"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Align to Face_Part.mcam","753072","efc030efb2ded1e5b4b10ad293d453e65e032a4527083e686cbbcb1465f441c3"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Align to Plane.mcam","4152727","c19fab8110c03ca5e7c5bb93186488612dedde4004944c8500c1b1306cb068aa"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/FRAME NESTED.mcam","445267","12bbddb1276a4815e772ab79fd52b09855e1317d879ff068f801cc5d2cb5e1d6"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/FRAME NESTED_TOOLPATHS.mcam","475138","6cfe8cbf945e6da1888d6634e4f6292a1ba2121db8999e61aa1b6bee321a30ac"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Horizontal Indexing Exercise.mcam","14815158","9a98ae3cb9694a0b832d5aa1d8e3ae40b8d5bbee60cd802a6a9c4d95866add8f"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Horizontal Indexing.mcam","16103667","a1db359199dd574f8848ce732c79fd0740cbdb2326b776eba8a15a287b7756c7"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/HS Dynamic Part1.mcam","658028","c01a268b49f56b75a49ed0b0a17878d561a4168f851b2951e7b6ff6496439592"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/HS Dynamic Part2.mcam","554537","86977a074a47cb6654838d139cebfbaaefc29d3bc325c304f4746fa190ed6020"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Levels and Viewsheets.mcam","14769234","2305fe289d4371169bd6dd6284ff2de2d43caea9d67b92632c86cc78a156e5cf"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/Levels and Viewsheets_Exercise.mcam","15224510","12a444887541cfe89da7094b17315438912010d4a7c0f28a86dad86088423ffe"
"coursework/year-1/semester-2/mastercam/Tutorial FIles/Mastercam 2022 Mill 2D Advanced PC Files/MPMaster_2022/MPMASTER.mcam-control","231364","b3f55797a4a11764ad3167f036f5c71783dc9fb8ebf3af4fc1605a65aa9ef583"
